,song_names,sentences
Warlord,Warlord,when you see me comin flying down the road
Warlord,Warlord,you know i aint afraid to lay it down
Warlord,Warlord,yea got me some leather leather is my skin
Warlord,Warlord,black n chrome flashin through the town
Warlord,Warlord,some call me the warlord cause im a god damn
Warlord,Warlord,bad machine young n hungry not too proud n mean
Warlord,Warlord,ride ride ride im the warlord of the road
Warlord,Warlord,riding riding riding aint never growin old
Warlord,Warlord,take what i want and i go where i please
Warlord,Warlord,got the world right by the balls this world aint
Warlord,Warlord,big enough to keep me down yea were livin
Warlord,Warlord,in a sick world the man on the tv said we
Warlord,Warlord,got lotsa trouble overseas well what the hell
Warlord,Warlord,do i care think they care about me
Warlord,Warlord,stop sending money send em all a bomb
Warlord,Warlord,ride ride ride im the warlord of the road
Warlord,Warlord,ridin ridin ridin aint never growin old
Warlord,Warlord,born to live in the fast lane on a chopped up
Warlord,Warlord,harley d smell that oil and high test gasoline
Warlord,Warlord,never got a shortage of girls to share my seat
Warlord,Warlord,well they all want to know what people say is true
Warlord,Warlord,you know get a biker started n hell drive all
Warlord,Warlord,damn night well hold on honey cause this rides
Warlord,Warlord,for a ride
Warlord,Warlord,ride ride ride ride ride ride ride
Warlord,Warlord,im the warlord of the road
Warlord,Warlord,riding ridin ridin aint never growin old
Secret of Steel,Secret of Steel,atop the mountain where the river of steel flows
Secret of Steel,Secret of Steel,black is the forest white was the snow
Secret of Steel,Secret of Steel,there as children how could children know
Secret of Steel,Secret of Steel,one without name or number soon would show
Secret of Steel,Secret of Steel,there stood he on his chariot made of gold
Secret of Steel,Secret of Steel,he did reveal the trinity of secrets old
Secret of Steel,Secret of Steel,a sceptre of iron could mercy bring
Secret of Steel,Secret of Steel,a shield of gold the creator and king
Secret of Steel,Secret of Steel,and the great sword of steel
Secret of Steel,Secret of Steel,sons of destiny shall wield
Secret of Steel,Secret of Steel,hear wisdoms voice
Secret of Steel,Secret of Steel,rise know the strength that you feel
Secret of Steel,Secret of Steel,hold in your heart but never reveal
Secret of Steel,Secret of Steel,you were called by the gods their powers to wield
Secret of Steel,Secret of Steel,guard well the secret of steel
Secret of Steel,Secret of Steel,a sceptre of iron could mercy bring
Secret of Steel,Secret of Steel,a shield of gold the creator and king
Secret of Steel,Secret of Steel,and the great sword of steel
Secret of Steel,Secret of Steel,sons of destiny shall wield
Secret of Steel,Secret of Steel,hear wisdoms voice
Secret of Steel,Secret of Steel,rise know the strength that you feel
Secret of Steel,Secret of Steel,hold in your heart but never reveal
Secret of Steel,Secret of Steel,you were called by the gods their powers to wield
Secret of Steel,Secret of Steel,guard well the secret of steel
Gloves of Metal,Gloves of Metal,hear the pounding army of the night
Gloves of Metal,Gloves of Metal,the call of metal summons us tonight
Gloves of Metal,Gloves of Metal,and gather we on this site
Gloves of Metal,Gloves of Metal,to behold the power and the might
Gloves of Metal,Gloves of Metal,we wear leather we wear spikes we rule the night
Gloves of Metal,Gloves of Metal,off with the lights hear the screams
Gloves of Metal,Gloves of Metal,see the banging heads awaken to their dreams
Gloves of Metal,Gloves of Metal,the sound of metal so loud it cracks the beams
Gloves of Metal,Gloves of Metal,played by warriors called the metal kings
Gloves of Metal,Gloves of Metal,a heros welcome for those who heed the call
Gloves of Metal,Gloves of Metal,we are together we are all
Gloves of Metal,Gloves of Metal,with hands high fists fill the air
Gloves of Metal,Gloves of Metal,against the world we stand
Gloves of Metal,Gloves of Metal,hands high forever well be there
Gloves of Metal,Gloves of Metal,gloves of metal rule tonight yea
Gloves of Metal,Gloves of Metal,a heros welcome for those who heed the call
Gloves of Metal,Gloves of Metal,we are together we are all
Gloves of Metal,Gloves of Metal,with hands high fists fill the air
Gloves of Metal,Gloves of Metal,against the world we stand
Gloves of Metal,Gloves of Metal,hands high forever well be there
Gloves of Metal,Gloves of Metal,gloves of metal rule tonight
Gloves of Metal,Gloves of Metal,leather metal spikes and chains
Gloves of Metal,Gloves of Metal,gloves of metal raised to show the brave
Gloves of Metal,Gloves of Metal,into the darkness march the armies of the night
Gloves of Metal,Gloves of Metal,bound by metal we live the fight
Gloves of Metal,Gloves of Metal,we wear leather we wear spikes we rule the night
Gloves of Metal,Gloves of Metal,with hands high fists fill the air
Gloves of Metal,Gloves of Metal,against the world we stand
Gloves of Metal,Gloves of Metal,with hands high forever well be there
Gloves of Metal,Gloves of Metal,gloves of metal rule tonight
Gates of Valhalla,Gates of Valhalla,valhalla the gods await me
Gates of Valhalla,Gates of Valhalla,open wide thy gates embrace me
Gates of Valhalla,Gates of Valhalla,great hall of the battle slain
Gates of Valhalla,Gates of Valhalla,with sword in hand
Gates of Valhalla,Gates of Valhalla,all those who stand on shore
Gates of Valhalla,Gates of Valhalla,raise high your hands to bid a last
Gates of Valhalla,Gates of Valhalla,farewell to the viking land
Gates of Valhalla,Gates of Valhalla,deaths chilling wind blows through my hair
Gates of Valhalla,Gates of Valhalla,im now immortal i am there
Gates of Valhalla,Gates of Valhalla,i take my place by odins side
Gates of Valhalla,Gates of Valhalla,eternal army in the sky
Gates of Valhalla,Gates of Valhalla,i point my hatchet to the wind
Gates of Valhalla,Gates of Valhalla,i guard the gates and all within
Gates of Valhalla,Gates of Valhalla,hear my sword sing as i ride across the sky
Gates of Valhalla,Gates of Valhalla,sworn by the sacred blood of odin onward ride
Gates of Valhalla,Gates of Valhalla,valhalla the gods await me
Gates of Valhalla,Gates of Valhalla,open wide thy gates embrace me
Gates of Valhalla,Gates of Valhalla,great hall of the battle slain
Gates of Valhalla,Gates of Valhalla,with sword in hand
Gates of Valhalla,Gates of Valhalla,behold the kingdom of the kings
Gates of Valhalla,Gates of Valhalla,books of spells and magic rings
Gates of Valhalla,Gates of Valhalla,endless knowledge endless time
Gates of Valhalla,Gates of Valhalla,i scream the final battle cry
Hatred,Hatred,i taste your blood as it showers from my blade
Hatred,Hatred,i eat your heart from evil it was made
Hatred,Hatred,with heart filled hatred black blood runs through
Hatred,Hatred,my veins
Hatred,Hatred,i take your powers to the ancient ones who reign
Hatred,Hatred,i conquer evil let evil know my name
Hatred,Hatred,come forth ye wicked know the gruesome pain
Hatred,Hatred,i am the omen the one that cannot die
Hatred,Hatred,i am the flame hatred burns inside
Hatred,Hatred,my strength is hatred torment and pain hatred hatred
Hatred,Hatred,with heart filled hatred black blood runs through my veins
Hatred,Hatred,i crush your bones i kill your face
Hatred,Hatred,i rip your flesh i end the chase
Hatred,Hatred,you meet with terror you draw the ace
Hatred,Hatred,i rule the world the rats that race
Hatred,Hatred,my strength is hatred torment and pain hatred hatred
Hatred,Hatred,with heart filled hatred black blood runs through my veins
Hatred,Hatred,hatred
Revelation (Death's Angel),Revelation (Death's Angel),above the wreckage of your mortal world i stand
Revelation (Death's Angel),Revelation (Death's Angel),judgement passed delivered by his hand
Revelation (Death's Angel),Revelation (Death's Angel),now clear the smoke there the ashes stand
Revelation (Death's Angel),Revelation (Death's Angel),a fitting tribute to mortality and man
Revelation (Death's Angel),Revelation (Death's Angel),what was written foretold in dreams
Revelation (Death's Angel),Revelation (Death's Angel),in visions apocalypse now seen
Revelation (Death's Angel),Revelation (Death's Angel),and all self righteous fools who lived and blasphemed
Revelation (Death's Angel),Revelation (Death's Angel),drink the wine of his anger
Revelation (Death's Angel),Revelation (Death's Angel),die with the beast
Revelation (Death's Angel),Revelation (Death's Angel),vindication he is coming on the clouds
Revelation (Death's Angel),Revelation (Death's Angel),see his angels hear their trumpets sound
Revelation (Death's Angel),Revelation (Death's Angel),the day of anger when the stars fall from the sky
Revelation (Death's Angel),Revelation (Death's Angel),the moon turns red the sun turns black as night
Revelation (Death's Angel),Revelation (Death's Angel),know the end is coming heed this sign
Revelation (Death's Angel),Revelation (Death's Angel),by the morning star the four horsemen ride
Revelation (Death's Angel),Revelation (Death's Angel),revelation the chosen saved
Revelation (Death's Angel),Revelation (Death's Angel),earth be cleansed in a blaze
Revelation (Death's Angel),Revelation (Death's Angel),armageddon the first trumpet blows
Revelation (Death's Angel),Revelation (Death's Angel),hail fire and blood fall on satans throne
Revelation (Death's Angel),Revelation (Death's Angel),his hair as white as wool his eyes like burning flame
Revelation (Death's Angel),Revelation (Death's Angel),he is the first and last he brings the seven plagues
Revelation (Death's Angel),Revelation (Death's Angel),seven stars of seven cities in his hand
Revelation (Death's Angel),Revelation (Death's Angel),he holds the keys of death for the underworld and man
Revelation (Death's Angel),Revelation (Death's Angel),know the end is coming heed this sign
Revelation (Death's Angel),Revelation (Death's Angel),by the morning star he four horsemen ride
Revelation (Death's Angel),Revelation (Death's Angel),revelation the chosen saved
Revelation (Death's Angel),Revelation (Death's Angel),earth be cleansed in a blaze
Revelation (Death's Angel),Revelation (Death's Angel),armageddon the first trumpet blows
Revelation (Death's Angel),Revelation (Death's Angel),hail fire and blood fall on satans throne
Revelation (Death's Angel),Revelation (Death's Angel),revelation the chosen saved
Revelation (Death's Angel),Revelation (Death's Angel),earth be cleansed in a blaze
Revelation (Death's Angel),Revelation (Death's Angel),armageddon the first trumpet blows
Revelation (Death's Angel),Revelation (Death's Angel),hail fire and blood fall on satans throne
Revelation (Death's Angel),Revelation (Death's Angel),
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),ride ride ride ride up from hell 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),armed with magic sons of demons and men 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),this song of greeting written for your tragic end 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),so long our stride the world doth tremble with fear 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),b
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),lack winds blow where we ride near 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),maim and kill them take the women and children 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),hot pitch and chain take to the air 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),our ramming blades lay their ships hold bare 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),steel meets steel axes broadsword and shield 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),their heads ride our spears and bodies cover the fields 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),maim and kill them take the women and children 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),fallen brother as i hold closed your side 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),i fear this wound your last 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),mighty earth now doth drink your blood 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),and i remember days long past 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),your sacrifice so great rest now take thy sleep 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),for you shall not awake let revenge be sweet 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),for when we march your sword rides with me 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),for when we march your sword rides with me 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),for when we march your sword rides with me 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),for when we march your sword rides with me 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),you who killed my brother and all who take your side 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),this be your last hour let your steel be tried 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),now turn to face me upon the timeless plane 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),kill me if you can 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),death is life 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),by the full moon they rise from their graves 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),through seas of blood fighting with hell bent rage 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),swear the creed of unity by the circle of blood 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),we are one we know not fear born to fight not run 
March for Revenge (By the Soldiers of Death),March for Revenge (By the Soldiers of Death),maim and kill them take the women and children
Fast Taker,Fast Taker,mama is having problems
Fast Taker,Fast Taker,always comes to me
Fast Taker,Fast Taker,your daddys been a drinker since 1943
Fast Taker,Fast Taker,they tell you im a loser
Fast Taker,Fast Taker,cause i like bein free
Fast Taker,Fast Taker,but truth is in the mirror
Fast Taker,Fast Taker,its what they never see
Fast Taker,Fast Taker,i sing yeah
Fast Taker,Fast Taker,long time ago
Fast Taker,Fast Taker,you tried to tell me son
Fast Taker,Fast Taker,keep our daughter home
Fast Taker,Fast Taker,i said no no no no
Fast Taker,Fast Taker,now i dont mind them saying 
Fast Taker,Fast Taker,that you should be praying
Fast Taker,Fast Taker,for me fast taker
Fast Taker,Fast Taker,right heres where im staying 
Fast Taker,Fast Taker,lifes a game i play
Fast Taker,Fast Taker,for keeps fast taker bed breaker love maker
Fast Taker,Fast Taker,take it away
Fast Taker,Fast Taker,only sixteen 
Fast Taker,Fast Taker,a woman not a girl
Fast Taker,Fast Taker,old enough 
Fast Taker,Fast Taker,for a trip around the world
Fast Taker,Fast Taker,pick you up on friday 
Fast Taker,Fast Taker,when daddy goes to sleep
Fast Taker,Fast Taker,bring you back on sunday 
Fast Taker,Fast Taker,when hes watching billy graham on tv
Fast Taker,Fast Taker,oh yeah he wont see me
Fast Taker,Fast Taker,now do it right with music
Fast Taker,Fast Taker,then you learn how to use it
Fast Taker,Fast Taker,all night fast taker
Fast Taker,Fast Taker,right heres where im staying
Fast Taker,Fast Taker,lifes a game i play
Fast Taker,Fast Taker,for keeps fast taker bed breaker love maker
Fast Taker,Fast Taker,take it away
Death Tone,Death Tone,original lyrics 
Death Tone,Death Tone,ridin on two wheels 
Death Tone,Death Tone,chains hooked on my heels 
Death Tone,Death Tone,sittin on leather 
Death Tone,Death Tone,ridin on steel 
Death Tone,Death Tone,put my shades on 
Death Tone,Death Tone,hair blows in the wind 
Death Tone,Death Tone,i give some square the finger 
Death Tone,Death Tone,now he wont look again no he wont 
Death Tone,Death Tone,now you were sittin home 
Death Tone,Death Tone,and i got sent to nam 
Death Tone,Death Tone,i went to the big house 
Death Tone,Death Tone,you just worked at job 
Death Tone,Death Tone,hear me calling cant you hear my death tone 
Death Tone,Death Tone,hear me calling cant you hear my death tone 
Death Tone,Death Tone,hear me ride on into the night pull along side 
Death Tone,Death Tone,if youre looking for a fight 
Death Tone,Death Tone,my social workers got me on a chain 
Death Tone,Death Tone,keeps me out of jail so the paper prints his name 
Death Tone,Death Tone,yes it does and he likes it 
Death Tone,Death Tone,unemployment checks run out next week 
Death Tone,Death Tone,it wont be very long til im back on the streets again
Metal Daze,Metal Daze,i hear the sound in a metal way
Metal Daze,Metal Daze,i feel the power rolling on the stage
Metal Daze,Metal Daze,cause only one thing really sets me free
Metal Daze,Metal Daze,heavy metal loud as it can be
Metal Daze,Metal Daze,baby i was born to play music
Metal Daze,Metal Daze,i am a man with a screaming guitar
Metal Daze,Metal Daze,theres a light in a middle of the stage
Metal Daze,Metal Daze,and in a minute ill be wearing it all
Metal Daze,Metal Daze,i dont know another way of living
Metal Daze,Metal Daze,man i couldnt really care
Metal Daze,Metal Daze,give me a pair of jeans and a riff thats mean
Metal Daze,Metal Daze,and girls that love to share
Metal Daze,Metal Daze,heavy metal metal daze
Metal Daze,Metal Daze,heavy metal heavy metal daze
Metal Daze,Metal Daze,heavy metal heavy metal daze
Metal Daze,Metal Daze,living like theres no tomorrow
Metal Daze,Metal Daze,yeah currie says were on the edge
Metal Daze,Metal Daze,he said man youre really graffic
Metal Daze,Metal Daze,this bands a social wedge
Metal Daze,Metal Daze,yeah we all got hearts made of metal
Metal Daze,Metal Daze,and our blood is hot molten rock
Metal Daze,Metal Daze,and if i dont hear the sound of metal
Metal Daze,Metal Daze,i go into shock
Metal Daze,Metal Daze,so mister d j play just one for me
Metal Daze,Metal Daze,you know the one with the crashin and the screams
Metal Daze,Metal Daze,cause only one thing really sets me free
Metal Daze,Metal Daze,heavy metal loud as it can be
Fast Taker,Fast Taker,mama is having problems
Fast Taker,Fast Taker,always comes to me
Fast Taker,Fast Taker,your daddys been a drinker since 1943
Fast Taker,Fast Taker,they tell you im a loser
Fast Taker,Fast Taker,cause i like bein free
Fast Taker,Fast Taker,but truth is in the mirror
Fast Taker,Fast Taker,its what they never see
Fast Taker,Fast Taker,i sing yeah
Fast Taker,Fast Taker,long time ago
Fast Taker,Fast Taker,you tried to tell me son
Fast Taker,Fast Taker,keep our daughter home
Fast Taker,Fast Taker,i said no no no no
Fast Taker,Fast Taker,now i dont mind them saying 
Fast Taker,Fast Taker,that you should be praying
Fast Taker,Fast Taker,for me fast taker
Fast Taker,Fast Taker,right heres where im staying 
Fast Taker,Fast Taker,lifes a game i play
Fast Taker,Fast Taker,for keeps fast taker bed breaker love maker
Fast Taker,Fast Taker,take it away
Fast Taker,Fast Taker,only sixteen 
Fast Taker,Fast Taker,a woman not a girl
Fast Taker,Fast Taker,old enough 
Fast Taker,Fast Taker,for a trip around the world
Fast Taker,Fast Taker,pick you up on friday 
Fast Taker,Fast Taker,when daddy goes to sleep
Fast Taker,Fast Taker,bring you back on sunday 
Fast Taker,Fast Taker,when hes watching billy graham on tv
Fast Taker,Fast Taker,oh yeah he wont see me
Fast Taker,Fast Taker,now do it right with music
Fast Taker,Fast Taker,then you learn how to use it
Fast Taker,Fast Taker,all night fast taker
Fast Taker,Fast Taker,right heres where im staying
Fast Taker,Fast Taker,lifes a game i play
Fast Taker,Fast Taker,for keeps fast taker bed breaker love maker
Fast Taker,Fast Taker,take it away
Shell Shock,Shell Shock,i dont know
Shell Shock,Shell Shock,well theres no charge for the haircut
Shell Shock,Shell Shock,and the bullets come free
Shell Shock,Shell Shock,my uncle sam sent a letter said
Shell Shock,Shell Shock,hes got a mission for me
Shell Shock,Shell Shock,now im a ranger not a stranger
Shell Shock,Shell Shock,and i live in saigon
Shell Shock,Shell Shock,weve got a team of special forces
Shell Shock,Shell Shock,and we deliver napalm
Shell Shock,Shell Shock,but if they tell you that ive lost my mind
Shell Shock,Shell Shock,maybe its not gone just a little hard to find
Shell Shock,Shell Shock,about the time this letter gets home
Shell Shock,Shell Shock,ill be gone gone yeah gone
Shell Shock,Shell Shock,and if they tell you that im mia
Shell Shock,Shell Shock,think a little less about me each day
Shell Shock,Shell Shock,cause if i ever get back
Shell Shock,Shell Shock,ill be shell shocked
Shell Shock,Shell Shock,feels funny riding in my car
Shell Shock,Shell Shock,used to drive a tank and shoot a bar
Shell Shock,Shell Shock,i know im home
Shell Shock,Shell Shock,but i feel gonegone yeah gone
Shell Shock,Shell Shock,now its over and the homelands safe
Shell Shock,Shell Shock,got a purple heart to show the world im brave
Shell Shock,Shell Shock,the businessmen sat home
Shell Shock,Shell Shock,well i got shell shocked
Manowar,Manowar,we met on english ground 
Manowar,Manowar,in a backstage room
Manowar,Manowar,we heard the sound
Manowar,Manowar,and we all knew what we had to do
Manowar,Manowar,we called the high command
Manowar,Manowar,requested leave to make a stand
Manowar,Manowar,and in the field we grew
Manowar,Manowar,and we all knew
Manowar,Manowar,soon the time would come
Manowar,Manowar,for us to fight
Manowar,Manowar,destination 
Manowar,Manowar,now in sight
Manowar,Manowar,oooh manowar
Manowar,Manowar,born to live forever more
Manowar,Manowar,the right to conquer every shore
Manowar,Manowar,hold your ground and give no more
Manowar,Manowar,our fight will never end
Manowar,Manowar,so we called on partisans
Manowar,Manowar,to raise your hands
Manowar,Manowar,and take our stand
Manowar,Manowar,look sharp 
Manowar,Manowar,when duty calls
Manowar,Manowar,where we march 
Manowar,Manowar,cities fall
Manowar,Manowar,and the strong survive
Manowar,Manowar,and take our side
Dark Avenger,Dark Avenger,he broke the laws of the elders
Dark Avenger,Dark Avenger,so they plucked out his eye
Dark Avenger,Dark Avenger,took his land and fortune
Dark Avenger,Dark Avenger,left him to die
Dark Avenger,Dark Avenger,bound on the shoreline
Dark Avenger,Dark Avenger,left for the tide
Dark Avenger,Dark Avenger,sees his life blood leaving
Dark Avenger,Dark Avenger,circling lower the vultures fly
Dark Avenger,Dark Avenger,these bones may be broken
Dark Avenger,Dark Avenger,but the spirit cant die
Dark Avenger,Dark Avenger,and the gods see his anguish
Dark Avenger,Dark Avenger,and give him a sign
Dark Avenger,Dark Avenger,from the floor of the ocean
Dark Avenger,Dark Avenger,the ship of the lost souls rise
Dark Avenger,Dark Avenger,and they take him where no one sleeps
Dark Avenger,Dark Avenger,while the undead cry
Dark Avenger,Dark Avenger,where no one sleeps while the undead cry
Dark Avenger,Dark Avenger,and in the world above
Dark Avenger,Dark Avenger,the elders sing
Dark Avenger,Dark Avenger,on his land they live
Dark Avenger,Dark Avenger,let deaths bell ring
Dark Avenger,Dark Avenger,he was met at the gate of hades
Dark Avenger,Dark Avenger,by the guardian of the lost souls
Dark Avenger,Dark Avenger,the keeper of the unavenged
Dark Avenger,Dark Avenger,and he did say to him
Dark Avenger,Dark Avenger,let you not pass abandon return to the world from once you came
Dark Avenger,Dark Avenger,and seek payment not only for thy known anguish
Dark Avenger,Dark Avenger,but vindicate the souls of the unavenged
Dark Avenger,Dark Avenger,and they placed in his hands a sword made for him called vengeance
Dark Avenger,Dark Avenger,forged in brimstone and tempered by the woeful tears of the unavenged
Dark Avenger,Dark Avenger,and to carry him up on his journey back to the upper world
Dark Avenger,Dark Avenger,they brought forth their demon horse called black death
Dark Avenger,Dark Avenger,a grim steed so fiercely might and black in colour
Dark Avenger,Dark Avenger,that he could stand as one with the darkness
Dark Avenger,Dark Avenger,save from his burning eyes of crimson fire
Dark Avenger,Dark Avenger,and on that night they rode up from hell
Dark Avenger,Dark Avenger,the pounding of his hooves did clap like thunder
Dark Avenger,Dark Avenger,burning death destruction raping the daughters and wives
Dark Avenger,Dark Avenger,in blood i take my payment in full with their lives
Dark Avenger,Dark Avenger,no one can escape me on black death i ride
Dark Avenger,Dark Avenger,when kissed by the sword of vengeance
Dark Avenger,Dark Avenger,your head lays there by your side
Dark Avenger,Dark Avenger,i take the lives of all that i once knew
Dark Avenger,Dark Avenger,the torn flesh of a slow death waits for you
Dark Avenger,Dark Avenger,burning death destruction raping the daughters and wives
Dark Avenger,Dark Avenger,in blood i take my payment in full with their lives
Dark Avenger,Dark Avenger,i spare not land or servants my wake is slow dead there
Dark Avenger,Dark Avenger,i take their wives and daughters
Dark Avenger,Dark Avenger,they stand there watching watching
Dark Avenger,Dark Avenger,hoping to get my life but when im through they know they must pay
Fighting the World,Fighting the World,fight fight fight
Fighting the World,Fighting the World,fighting the world every single day 
Fighting the World,Fighting the World,fighting the world for the right to play
Fighting the World,Fighting the World,heavy metal in my brain
Fighting the World,Fighting the World,im fighting for metal cause its here to stay
Fighting the World,Fighting the World,fighting fighting fighting the world 
Fighting the World,Fighting the World,i been fighting the world
Fighting the World,Fighting the World,fighting fighting fighting the world
Fighting the World,Fighting the World,i been figthing
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight 
Fighting the World,Fighting the World,now people keep asking if were going to change
Fighting the World,Fighting the World,i lookem in the eye
Fighting the World,Fighting the World,tellem no way
Fighting the World,Fighting the World,strips on a tiger dont wash away
Fighting the World,Fighting the World,manowars made of steel not clay
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing the world
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Fighting the World,Fighting the World,fight yeah
Fighting the World,Fighting the World,see my brother standing by my side
Fighting the World,Fighting the World,only got one thing in our mind
Fighting the World,Fighting the World,radio playing this nation wide
Fighting the World,Fighting the World,turn it up loudertil we all get fried
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing the world
Fighting the World,Fighting the World,fightingfightingfighting the world
Fighting the World,Fighting the World,i been figthing
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight fighting the world
Fighting the World,Fighting the World,fight for a living fighting the world
Blow Your Speakers,Blow Your Speakers,wrote a letter to the mtv 
Blow Your Speakers,Blow Your Speakers,whats goin on now
Blow Your Speakers,Blow Your Speakers,dont ya care about me
Blow Your Speakers,Blow Your Speakers,sent the same letter to the radio
Blow Your Speakers,Blow Your Speakers,but my party went dead
Blow Your Speakers,Blow Your Speakers,like a shot in the head
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Blow Your Speakers,Blow Your Speakers,we got lots of stations
Blow Your Speakers,Blow Your Speakers,around the nation
Blow Your Speakers,Blow Your Speakers,and the stuff theyre playing
Blow Your Speakers,Blow Your Speakers,it just aint worth my sayin
Blow Your Speakers,Blow Your Speakers,people want music to getem movin
Blow Your Speakers,Blow Your Speakers,we dont want labels
Blow Your Speakers,Blow Your Speakers,we want music on the table
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Blow Your Speakers,Blow Your Speakers,we got lots of stations
Blow Your Speakers,Blow Your Speakers,around the nation
Blow Your Speakers,Blow Your Speakers,and the stuff theyre playing
Blow Your Speakers,Blow Your Speakers,it just aint worth my sayin
Blow Your Speakers,Blow Your Speakers,we all like it rock and roll
Blow Your Speakers,Blow Your Speakers,we all want it on your show 
Blow Your Speakers,Blow Your Speakers,play it louddont play it low
Blow Your Speakers,Blow Your Speakers,blow your speakers with rock and roll
Carry On,Carry On,the north star always guides me
Carry On,Carry On,when winter skies are gray
Carry On,Carry On,and i wait for sun when all are one
Carry On,Carry On,i shall not betray
Carry On,Carry On,calling at me
Carry On,Carry On,im waiting when all are led astray
Carry On,Carry On,carry on my sons forever
Carry On,Carry On,carry on when i am gone
Carry On,Carry On,carry on when the day is long
Carry On,Carry On,forever carry on
Carry On,Carry On,for as long as were together
Carry On,Carry On,then forever carry on
Carry On,Carry On,darkness all around us
Carry On,Carry On,we dont close our eyes
Carry On,Carry On,no ones gonna ground us
Carry On,Carry On,we were burn to fly
Carry On,Carry On,cominat us no stopping
Carry On,Carry On,born to amplify
Carry On,Carry On,carry on my sons forever
Carry On,Carry On,carry on when i am gone
Carry On,Carry On,carry on when the day is long
Carry On,Carry On,forever carry on
Carry On,Carry On,for as long as were together
Carry On,Carry On,then forever carry on
Carry On,Carry On,yeabe my brother
Carry On,Carry On,fight to stay alive
Carry On,Carry On,all the world cant change us
Carry On,Carry On,with all their burned out jive
Carry On,Carry On,come get us now were waiting
Carry On,Carry On,we wont run and hide
Carry On,Carry On,carry on my sons forever
Carry On,Carry On,carry on when i am gone
Carry On,Carry On,carry on when the day is long
Carry On,Carry On,forever carry on
Carry On,Carry On,for as long as were together
Carry On,Carry On,then forever carry on
Carry On,Carry On,now were all together
