,song_names,sentences
Punish and Enslave,Punish and Enslave,theyre vaporizing the earth no mercy
Punish and Enslave,Punish and Enslave,into the battle they thrust
Punish and Enslave,Punish and Enslave,with power and lust
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,theres something a single spark
Punish and Enslave,Punish and Enslave,out there in the dark
Punish and Enslave,Punish and Enslave,the metal is shining bright
Punish and Enslave,Punish and Enslave,brings back hope and light
Punish and Enslave,Punish and Enslave,bumber to bumber he reins the wasteland
Punish and Enslave,Punish and Enslave,turning their steel into dust he will never rust
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,all hail the chosen one
Punish and Enslave,Punish and Enslave,fight proud dont touch the sun
Punish and Enslave,Punish and Enslave,come join our steel parade
Punish and Enslave,Punish and Enslave,together in the last crusade
Punish and Enslave,Punish and Enslave,all drop the hammers down
Punish and Enslave,Punish and Enslave,burn out reclaim the crown
Punish and Enslave,Punish and Enslave,speed demons never turn
Punish and Enslave,Punish and Enslave,at speed of light we ride 
Punish and Enslave,Punish and Enslave,running flat out lets crash and burn
Punish and Enslave,Punish and Enslave,theyre vaporizing the earth no mercy
Punish and Enslave,Punish and Enslave,into the battle they thrust
Punish and Enslave,Punish and Enslave,bumper to bumper we rein the wasteland
Punish and Enslave,Punish and Enslave,turning their steel into dust 
Punish and Enslave,Punish and Enslave,he will never rust
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,all hail the chosen one
Punish and Enslave,Punish and Enslave,fight proud dont touch the sun
Punish and Enslave,Punish and Enslave,come join our steel parade
Punish and Enslave,Punish and Enslave,together in the last crusade
Punish and Enslave,Punish and Enslave,all drop the hammers down
Punish and Enslave,Punish and Enslave,burn out reclaim the crown
Punish and Enslave,Punish and Enslave,speed demons never turn
Punish and Enslave,Punish and Enslave,at speed of light we ride 
Punish and Enslave,Punish and Enslave,running flat out lets crash and burn 
Punish and Enslave,Punish and Enslave,theyre vaporizing the earth no mercy
Punish and Enslave,Punish and Enslave,into the battle they thrust
Punish and Enslave,Punish and Enslave,bumper to bumper we rein the wasteland
Punish and Enslave,Punish and Enslave,turning their steel into dust 
Punish and Enslave,Punish and Enslave,he will never rust
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,oh oh oh
Punish and Enslave,Punish and Enslave,punish and enslave
Legion,Legion,the war still remains
Legion,Legion,no kingdom on earth
Legion,Legion,theres only pure evil indifference to birth
Legion,Legion,in the tombs of the dead
Legion,Legion,one man breeds alone
Legion,Legion,the unearthly warfare shadows the throne
Legion,Legion,three temptations written down
Legion,Legion,the lust of flesh lust of the eye
Legion,Legion,finally the pride of life
Legion,Legion,the demon twelve the hell hounds
Legion,Legion,my name is legion for we are many spirits inside of one
Legion,Legion,to build a land of chaos brought forth from the abyss
Legion,Legion,my name is legion and we bring destruction and death
Legion,Legion,possessing his soul
Legion,Legion,the curse of the damned
Legion,Legion,a tormented victim to the bottom hes slammed
Legion,Legion,one man stands alone
Legion,Legion,trapped under a spell
Legion,Legion,encounter your demons send them to hell
Legion,Legion,no temptations left to fend
Legion,Legion,sanctified anti christ
Legion,Legion,casting shadows towards the cross
Legion,Legion,the demon twelve the hell hounds
Legion,Legion,my name is legion for we are many spirits inside of one
Legion,Legion,to build a land of chaos brought forth from the abyss
Legion,Legion,my name is legion and we bring destruction and death
Legion,Legion,the demon twelve the hell hounds
Legion,Legion,my name is legion for we are many spirits inside of one
Legion,Legion,to build a land of chaos brought forth from the abyss
Legion,Legion,my name is legion and we bring destruction and death
Legion,Legion,
Hallowed Be My Name,Hallowed Be My Name,i cover the trail behind me
Hallowed Be My Name,Hallowed Be My Name,stay out of the light
Hallowed Be My Name,Hallowed Be My Name,theres something alive in the darkness
Hallowed Be My Name,Hallowed Be My Name,i can feel the power and its might
Hallowed Be My Name,Hallowed Be My Name,for years i have walked in the shadows
Hallowed Be My Name,Hallowed Be My Name,banned for my beliefs
Hallowed Be My Name,Hallowed Be My Name,cause around me the walls are falling
Hallowed Be My Name,Hallowed Be My Name,bridges burn in flames without a spark
Hallowed Be My Name,Hallowed Be My Name,cause im searching high and low
Hallowed Be My Name,Hallowed Be My Name,through dark places i must go
Hallowed Be My Name,Hallowed Be My Name,i am the one you should not blame
Hallowed Be My Name,Hallowed Be My Name,hollowed be my name
Hallowed Be My Name,Hallowed Be My Name,my name
Hallowed Be My Name,Hallowed Be My Name,theres no place for me in heaven
Hallowed Be My Name,Hallowed Be My Name,nor a place in hell
Hallowed Be My Name,Hallowed Be My Name,sentenced to walk here forever
Hallowed Be My Name,Hallowed Be My Name,this will be my final place to dwell
Hallowed Be My Name,Hallowed Be My Name,i walk alone no legions will follow my path
Hallowed Be My Name,Hallowed Be My Name,a stranger to my own shadow
Hallowed Be My Name,Hallowed Be My Name,but somethings wrong i can feel it to the bone
Hallowed Be My Name,Hallowed Be My Name,when i stand on sea and shore
Hallowed Be My Name,Hallowed Be My Name,storms will rage and ocean roar
Hallowed Be My Name,Hallowed Be My Name,i raise my hammer take my aim
Hallowed Be My Name,Hallowed Be My Name,hallowed be my name
Hallowed Be My Name,Hallowed Be My Name,my name
Hallowed Be My Name,Hallowed Be My Name,vultures fly the ravens cry
Hallowed Be My Name,Hallowed Be My Name,no stars are shining on the darkened sky
Hallowed Be My Name,Hallowed Be My Name,one allegiance sun and moon
Hallowed Be My Name,Hallowed Be My Name,my eyes are red
Hallowed Be My Name,Hallowed Be My Name,my soul is turning into black
Hallowed Be My Name,Hallowed Be My Name,when i stand on sea and shore
Hallowed Be My Name,Hallowed Be My Name,storms will rage and ocean roar
Hallowed Be My Name,Hallowed Be My Name,i raise my hammer take my aim
Hallowed Be My Name,Hallowed Be My Name,hallowed be my name
Hallowed Be My Name,Hallowed Be My Name,you can lie and crush my heart
Hallowed Be My Name,Hallowed Be My Name,steal my soul tear me apart
Hallowed Be My Name,Hallowed Be My Name,still its something you can not claim
Hallowed Be My Name,Hallowed Be My Name,hallowed be my name
Hallowed Be My Name,Hallowed Be My Name,my name
"No Sacrifice, No Victory","No Sacrifice, No Victory",once there was gold at the end of the rainbow
"No Sacrifice, No Victory","No Sacrifice, No Victory",honored by blood we kept searching for more
"No Sacrifice, No Victory","No Sacrifice, No Victory",light turned to dark as we lost what we fought for
"No Sacrifice, No Victory","No Sacrifice, No Victory",now we have come to settle the score
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice victory
"No Sacrifice, No Victory","No Sacrifice, No Victory",no sacrifice no victory
"No Sacrifice, No Victory","No Sacrifice, No Victory",light brings us light on the pale darkened heavens
"No Sacrifice, No Victory","No Sacrifice, No Victory",lead us towards our vast victory
"No Sacrifice, No Victory","No Sacrifice, No Victory",fighting for all that we brothers believe in
"No Sacrifice, No Victory","No Sacrifice, No Victory",together united were standing all for one
"No Sacrifice, No Victory","No Sacrifice, No Victory",on our pathway to glory we stand together and honored by blood
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice our resplendence we fight for freedom hold our grounds forever
"No Sacrifice, No Victory","No Sacrifice, No Victory",by the code we are living we are breathing and then we die
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice our own lives but well never stand to lose our pride and glory
"No Sacrifice, No Victory","No Sacrifice, No Victory",in the end only truth will survive no matter what you sacrifice
"No Sacrifice, No Victory","No Sacrifice, No Victory",so you cant harvest your glory all based on deceit cause no one will swallow your lies
"No Sacrifice, No Victory","No Sacrifice, No Victory",on our pathway to glory we stand together honored by blood
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice our resplendence we fight for freedom hold our grounds forever
"No Sacrifice, No Victory","No Sacrifice, No Victory",by the code we are living we are breathing and then we die
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice our own lives but well never stand to lose our pride and glory
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice victory
"No Sacrifice, No Victory","No Sacrifice, No Victory",sacrifice victory
"No Sacrifice, No Victory","No Sacrifice, No Victory",victory
"No Sacrifice, No Victory","No Sacrifice, No Victory",
Bring the Hammer Down,Bring the Hammer Down,there was a time when we were noble soldiers
Bring the Hammer Down,Bring the Hammer Down,fearless and wild a fight just to survive
Bring the Hammer Down,Bring the Hammer Down,reformed our troops one flag one worlds united
Bring the Hammer Down,Bring the Hammer Down,under the sun the powers came alive
Bring the Hammer Down,Bring the Hammer Down,the sound of our cause the meaning of life
Bring the Hammer Down,Bring the Hammer Down,beyond stars and skies
Bring the Hammer Down,Bring the Hammer Down,now raise your hands and let it all come out
Bring the Hammer Down,Bring the Hammer Down,bring the hammer down
Bring the Hammer Down,Bring the Hammer Down,slam it down to the ground
Bring the Hammer Down,Bring the Hammer Down,one flag one world united
Bring the Hammer Down,Bring the Hammer Down,templars fight or fall
Bring the Hammer Down,Bring the Hammer Down,raise your fists heed the call
Bring the Hammer Down,Bring the Hammer Down,bring the hammer down behold the light
Bring the Hammer Down,Bring the Hammer Down,the future holds nothing but pain and sorrow
Bring the Hammer Down,Bring the Hammer Down,no painted skies we dwell in black and white
Bring the Hammer Down,Bring the Hammer Down,just live your life like there is no tomorrow
Bring the Hammer Down,Bring the Hammer Down,present today forgotten before dawn
Bring the Hammer Down,Bring the Hammer Down,still counting the stars in search for a way
Bring the Hammer Down,Bring the Hammer Down,the meaning of life
Bring the Hammer Down,Bring the Hammer Down,now raise your hands before your time runs out
Bring the Hammer Down,Bring the Hammer Down,bring the hammer down
Bring the Hammer Down,Bring the Hammer Down,slam it down to the ground
Bring the Hammer Down,Bring the Hammer Down,one flag one world united
Bring the Hammer Down,Bring the Hammer Down,templars fight or fall
Bring the Hammer Down,Bring the Hammer Down,raise your fists heed the call
Bring the Hammer Down,Bring the Hammer Down,bring the hammer down behold the light
Bring the Hammer Down,Bring the Hammer Down,bring the hammer down
Bring the Hammer Down,Bring the Hammer Down,slam it down to the ground
Bring the Hammer Down,Bring the Hammer Down,one flag one world united
Bring the Hammer Down,Bring the Hammer Down,templars fight or fall
Bring the Hammer Down,Bring the Hammer Down,raise your fists heed the call
Bring the Hammer Down,Bring the Hammer Down,bring the hammer down behold the light
One of a Kind,One of a Kind,rising forces thunder in the east
One of a Kind,One of a Kind,no fearless warrior could subdue the beast
One of a Kind,One of a Kind,no gallant man around could stand and hold his ground
One of a Kind,One of a Kind,days passed by and weeks turned into years
One of a Kind,One of a Kind,every drip of hope became a sea of fears
One of a Kind,One of a Kind,somewhere in the dark a light or just a spark
One of a Kind,One of a Kind,brothers in arms fighting one for all
One of a Kind,One of a Kind,fearless and wild we stand tall one of a kind
One of a Kind,One of a Kind,no turning back brothers fight or fall
One of a Kind,One of a Kind,standing together we fight one of a kind
One of a Kind,One of a Kind,years of darkness all torn by fates hand
One of a Kind,One of a Kind,a nation cursed once glorious and grand
One of a Kind,One of a Kind,from the ashes we will rise like a phoenix to the skies
One of a Kind,One of a Kind,brothers in arms fighting one for all
One of a Kind,One of a Kind,fearless and wild we stand tall one of a kind
One of a Kind,One of a Kind,no turning back brothers fight or fall
One of a Kind,One of a Kind,standing together we fight one of a kind
One of a Kind,One of a Kind,come take my hand dont leave me here all alone
One of a Kind,One of a Kind,come make a stand dont let us all fade away fade away
One of a Kind,One of a Kind,1666 we stood in the valley of death
One of a Kind,One of a Kind,steel in our hands the final command
One of a Kind,One of a Kind,to cure and to heal our nation
One of a Kind,One of a Kind,mighty warriors mount up dont stare at the ground
One of a Kind,One of a Kind,hold your heads high resist and defy
One of a Kind,One of a Kind,fighting defending were screaming avenging you all
One of a Kind,One of a Kind,were standing all for one for all
One of a Kind,One of a Kind,one voice were one of a kind we are
One of a Kind,One of a Kind,never look back never surrender
One of a Kind,One of a Kind,were fighting all for one for all
One of a Kind,One of a Kind,one heart were one of a kind we are
One of a Kind,One of a Kind,cause we are here and we are fighting
One of a Kind,One of a Kind,brothers in arms fighting one for all
One of a Kind,One of a Kind,fearless and wild we stand tall one of a kind
One of a Kind,One of a Kind,no turning back brothers fight or fall
One of a Kind,One of a Kind,standing together we fight one of a kind
One of a Kind,One of a Kind,fighting defending were screaming avenging you all
One of a Kind,One of a Kind,one of a kind
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,saints from heaven 
One More Time,One More Time,hell hang arounds descending 
One More Time,One More Time,disciples of repression 
One More Time,One More Time,fuse our evil 
One More Time,One More Time,exterminate protectors 
One More Time,One More Time,bringing us down to the ground 
One More Time,One More Time,and pushing us back to the  
One More Time,One More Time,final frontier wedlock in the grime 
One More Time,One More Time,cry a thousand tears battle one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,pray steel demons 
One More Time,One More Time,dont look away tormentors 
One More Time,One More Time,travers the darkned heavens 
One More Time,One More Time,seek our wicked 
One More Time,One More Time,seek and destroy opponents 
One More Time,One More Time,soldiers of heaven and hell 
One More Time,One More Time,hey were fighting 
One More Time,One More Time,eye for an eye protecting 
One More Time,One More Time,our mother earth dissecting 
One More Time,One More Time,break their evil 
One More Time,One More Time,ruin the core allegiance 
One More Time,One More Time,vengeance is now in our hands 
One More Time,One More Time,vengeance 
One More Time,One More Time,pushing us back to the  
One More Time,One More Time,final frontier buried in the grime 
One More Time,One More Time,cry a thousand tears battle one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,final frontier the judgement bell will chine 
One More Time,One More Time,no wasted years stand up one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time 
One More Time,One More Time,one more time
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],saints from heaven 
One More Time [Instrumental],One More Time [Instrumental],hell hang arounds descending 
One More Time [Instrumental],One More Time [Instrumental],disciples of repression 
One More Time [Instrumental],One More Time [Instrumental],fuse our evil 
One More Time [Instrumental],One More Time [Instrumental],exterminate protectors 
One More Time [Instrumental],One More Time [Instrumental],bringing us down to the ground 
One More Time [Instrumental],One More Time [Instrumental],and pushing us back to the  
One More Time [Instrumental],One More Time [Instrumental],final frontier wedlock in the grime 
One More Time [Instrumental],One More Time [Instrumental],cry a thousand tears battle one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],pray steel demons 
One More Time [Instrumental],One More Time [Instrumental],dont look away tormentors 
One More Time [Instrumental],One More Time [Instrumental],travers the darkned heavens 
One More Time [Instrumental],One More Time [Instrumental],seek our wicked 
One More Time [Instrumental],One More Time [Instrumental],seek and destroy opponents 
One More Time [Instrumental],One More Time [Instrumental],soldiers of heaven and hell 
One More Time [Instrumental],One More Time [Instrumental],hey were fighting 
One More Time [Instrumental],One More Time [Instrumental],eye for an eye protecting 
One More Time [Instrumental],One More Time [Instrumental],our mother earth dissecting 
One More Time [Instrumental],One More Time [Instrumental],break their evil 
One More Time [Instrumental],One More Time [Instrumental],ruin the core allegiance 
One More Time [Instrumental],One More Time [Instrumental],vengeance is now in our hands 
One More Time [Instrumental],One More Time [Instrumental],vengeance 
One More Time [Instrumental],One More Time [Instrumental],pushing us back to the  
One More Time [Instrumental],One More Time [Instrumental],final frontier buried in the grime 
One More Time [Instrumental],One More Time [Instrumental],cry a thousand tears battle one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],final frontier the judgement bell will chine 
One More Time [Instrumental],One More Time [Instrumental],no wasted years stand up one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time 
One More Time [Instrumental],One More Time [Instrumental],one more time
Warriors of Faith,Warriors of Faith,they search the desert plains
Warriors of Faith,Warriors of Faith,in the land of no return
Warriors of Faith,Warriors of Faith,to seek out the danger time to burn
Warriors of Faith,Warriors of Faith,they are the righteous ones
Warriors of Faith,Warriors of Faith,theyve come to claim this land
Warriors of Faith,Warriors of Faith,like warriors under command
Warriors of Faith,Warriors of Faith,they fight for gold and glory
Warriors of Faith,Warriors of Faith,proclaim the dead mans land
Warriors of Faith,Warriors of Faith,into the dungeons they must go
Warriors of Faith,Warriors of Faith,to find the answers left untold
Warriors of Faith,Warriors of Faith,under the burning sun
Warriors of Faith,Warriors of Faith,in danger eye to eye
Warriors of Faith,Warriors of Faith,they all now that someone must die
Warriors of Faith,Warriors of Faith,into the well theyre falling
Warriors of Faith,Warriors of Faith,past immortality
Warriors of Faith,Warriors of Faith,led by temptation and devotion
Warriors of Faith,Warriors of Faith,rendered deathless by the touch of the sword
Warriors of Faith,Warriors of Faith,onwards victory let us hear your battle cry
Warriors of Faith,Warriors of Faith,the enemies will renounce or die
Warriors of Faith,Warriors of Faith,hail the warriors of faith
Warriors of Faith,Warriors of Faith,together they march through the fire
Warriors of Faith,Warriors of Faith,forever theyre lost in this world
Warriors of Faith,Warriors of Faith,onwards victory let us hear your battle cry
Warriors of Faith,Warriors of Faith,the enemies will renounce or die
Warriors of Faith,Warriors of Faith,eternally they will fall under the sign
Warriors of Faith,Warriors of Faith,of victory fighting all for one
Warriors of Faith,Warriors of Faith,hail the the warriors of faith
Stronger Than All,Stronger Than All,always standing proud we know our time has come
Stronger Than All,Stronger Than All,marching off to war the crusade has just begun
Stronger Than All,Stronger Than All,fighting for the right to live under the sun
Stronger Than All,Stronger Than All,we wont stop til theyve lost and weve won
Stronger Than All,Stronger Than All,come and fly with us together as one we belong
Stronger Than All,Stronger Than All,this magic of metal unites us its making us strong
Stronger Than All,Stronger Than All,like an arrow we strike   stronger than all
Stronger Than All,Stronger Than All,heavy metal troops on the rise
Stronger Than All,Stronger Than All,like an arrow of might   stronger than all
Stronger Than All,Stronger Than All,well walk through fire were true to ourselves and our lives
Stronger Than All,Stronger Than All,history commits the oath to deal in steel
Stronger Than All,Stronger Than All,warriors of the faith to no living soul we kneel
Stronger Than All,Stronger Than All,born into the fold the templars are for real
Stronger Than All,Stronger Than All,no one will ever bring us to heel
Stronger Than All,Stronger Than All,come and fly with us together as one we belong
Stronger Than All,Stronger Than All,this magic of metal unites us its making us strong
Stronger Than All,Stronger Than All,like an arrow we strike   stronger than all
Stronger Than All,Stronger Than All,shooting through the air at full speed
Stronger Than All,Stronger Than All,like an arrow of might   stronger than all
Stronger Than All,Stronger Than All,in the name of metal defending our hopes and beliefs
Stronger Than All,Stronger Than All,the past and the present unites in us all we stand up for our beliefs
Stronger Than All,Stronger Than All,the way of the templars is here once again forever they will be free
Stronger Than All,Stronger Than All,like an arrow we strike   stronger than all
Stronger Than All,Stronger Than All,heavy metal troops on the rise
Stronger Than All,Stronger Than All,like an arrow of might   stronger than all
Stronger Than All,Stronger Than All,well walk through fire were true to ourselves
Stronger Than All,Stronger Than All,like an arrow we strike   stronger than all
Stronger Than All,Stronger Than All,shooting through the air at full speed
Stronger Than All,Stronger Than All,like an arrow of might   stronger than all
Stronger Than All,Stronger Than All,in the name of metal defending our hopes and beliefs
Between Two Worlds,Between Two Worlds,in the distance mace i see two doors
Between Two Worlds,Between Two Worlds,one leads to change one leads to where ive been before
Between Two Worlds,Between Two Worlds,i am an angel on broken wings
Between Two Worlds,Between Two Worlds,i am the beast the devil in all in between
Between Two Worlds,Between Two Worlds,nothing at all
Between Two Worlds,Between Two Worlds,its never dark here its never light
Between Two Worlds,Between Two Worlds,feeling like im caught between two worlds
Between Two Worlds,Between Two Worlds,between two worlds
Between Two Worlds,Between Two Worlds,the when night comes down the blade comes out
Between Two Worlds,Between Two Worlds,i wish i wish i wish i felt something at all
Between Two Worlds,Between Two Worlds,nothings wrong or right nor black or white
Between Two Worlds,Between Two Worlds,behind the hurt i see the lust come shining through
Between Two Worlds,Between Two Worlds,what do i do
Between Two Worlds,Between Two Worlds,just like the rainbow between mist and sun
Between Two Worlds,Between Two Worlds,feeling like im trapped between two worlds
Between Two Worlds,Between Two Worlds,between two worlds
Between Two Worlds,Between Two Worlds,never laugh or smile i never cry
Between Two Worlds,Between Two Worlds,my mind is numb and i cant take it anymore
Between Two Worlds,Between Two Worlds,screaming in frustration no sound is heard
Between Two Worlds,Between Two Worlds,am i asleep or am i starring in a dream
Between Two Worlds,Between Two Worlds,please wake me up
Between Two Worlds,Between Two Worlds,sometimes the hunter sometimes the prey
Between Two Worlds,Between Two Worlds,feeling like im trapped lost and never found
Between Two Worlds,Between Two Worlds,feeling like im caught in two worlds
Between Two Worlds,Between Two Worlds,without a home
Between Two Worlds,Between Two Worlds,
Glory to the Brave,Glory to the Brave,snow is falling down on this glorious land
Glory to the Brave,Glory to the Brave,colors fading turning into white again
Glory to the Brave,Glory to the Brave,to fallen heroes angels sting they cry their winter tears
Glory to the Brave,Glory to the Brave,endless mourning days will turn to years
Glory to the Brave,Glory to the Brave,so this is goodbye i take leave of you and
Glory to the Brave,Glory to the Brave,spread your wings and you will fly away now fly away now
Glory to the Brave,Glory to the Brave,nothing on earth stays forever
Glory to the Brave,Glory to the Brave,but none of your deeds were in vain
Glory to the Brave,Glory to the Brave,deep in our hearts you will live again
Glory to the Brave,Glory to the Brave,youre gone to the home of the brave
Glory to the Brave,Glory to the Brave,every solemn moment i will treasure inside
Glory to the Brave,Glory to the Brave,even though its hard to understand
Glory to the Brave,Glory to the Brave,that a silent wind can blow that candle out
Glory to the Brave,Glory to the Brave,taking everything leaving the pain far behind
Glory to the Brave,Glory to the Brave,you call out my name but your voice is fading
Glory to the Brave,Glory to the Brave,into the wind embraced youll fly away now fly away now
Glory to the Brave,Glory to the Brave,nothing on earth stays forever
Glory to the Brave,Glory to the Brave,but none of your deeds were in vain
Glory to the Brave,Glory to the Brave,deep in our hearts you will live again
Glory to the Brave,Glory to the Brave,youre gone to the home of the brave
Glory to the Brave,Glory to the Brave,my eyes are closed i feel youre faraway so close
Glory to the Brave,Glory to the Brave,far beyond that shining star
Glory to the Brave,Glory to the Brave,i know youll find what youve been fighting for
Glory to the Brave,Glory to the Brave,far beyond that shining star
Glory to the Brave,Glory to the Brave,down on bended knee i pray bring courage to these souls
Glory to the Brave,Glory to the Brave,make em live forever in the heart of the bold
Glory to the Brave,Glory to the Brave,so i say farewell my friends i hope well meet again
Glory to the Brave,Glory to the Brave,when my time has come to fall from the grace
Glory to the Brave,Glory to the Brave,so this is goodbye i take leave of you and
Glory to the Brave,Glory to the Brave,spread your wings and you will fly away now fly away now
Glory to the Brave,Glory to the Brave,nothing on earth stays forever
Glory to the Brave,Glory to the Brave,but none of your deeds were in vain
Glory to the Brave,Glory to the Brave,deep in our hearts you will live again
Glory to the Brave,Glory to the Brave,youre gone to the home of the brave
Unchained,Unchained,undying nightfall a king with no crown
Unchained,Unchained,dethroned imprisoned in chains
Unchained,Unchained,duel the black horse the swordsmen must kneel
Unchained,Unchained,condemned to serve within the shadows
Unchained,Unchained,put em next to their king
Unchained,Unchained,out of the fire and into the night
Unchained,Unchained,a handful of brave men appeared
Unchained,Unchained,crimson thunder running through their veins
Unchained,Unchained,a bond that will last forever
Unchained,Unchained,nothings stronger than
Unchained,Unchained,brothers in arms are fighting tonight
Unchained,Unchained,the forces of steel meet again
Unchained,Unchained,born in the fire they look to the sky
Unchained,Unchained,power of metal unchained
Unchained,Unchained,time has come break out of these chains
Unchained,Unchained,fight proud for your kingdom
Unchained,Unchained,behind the defenders the king marches on
Unchained,Unchained,by divine intervention
Unchained,Unchained,they are fighting with 
Unchained,Unchained,brothers in arms are fighting tonight
Unchained,Unchained,the forces of steel live again
Unchained,Unchained,born in the fire they look to the sky
Unchained,Unchained,the power of metal unchained
Unchained,Unchained,past many nights they fought on
Unchained,Unchained,and by the moonlight the battle was won
Unchained,Unchained,but still the black horse is running
Unchained,Unchained,knowing were the power will lead
Unchained,Unchained,brothers in arms are fighting tonight
Unchained,Unchained,the forces of steel live again
Unchained,Unchained,born in the fire they look to the sky
Unchained,Unchained,the power of metal unchained
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],outcast a time of war when mankind lost control
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],of life and death under surveillance
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],i watch the children pray while god just turns away
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],out in the ruins they seek shelter
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],these streets were once my home but those
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],golden days are gone now im fighting to survive
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],stone cold the end of our dream
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],the sword is on the street its kill or to be killed
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],with no exception you are on your own
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],we should have seen it all along the writings
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],on the wall tell me what have we become
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],stone cold
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],who do you belive in now when the prophecy
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],came true the final deja vu
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],these streets were once my home 
Stone Cold [Live; Bonus Track],Stone Cold [Live; Bonus Track],stone cold
Steel Meets Steel,Steel Meets Steel,back in 1095 when the call to arms came
Steel Meets Steel,Steel Meets Steel,we had the red cross sown on
Steel Meets Steel,Steel Meets Steel,sent to save the holy land and crush the infidels
Steel Meets Steel,Steel Meets Steel,with strength from above
Steel Meets Steel,Steel Meets Steel,steel meets steel
Steel Meets Steel,Steel Meets Steel,on towards victory we march the guiding star
Steel Meets Steel,Steel Meets Steel,lead us to the battle field
